project;model;test;baseline_previous;baseline_averages;sarimax;sarimax_params
project_e871;sarima;0;107129.285651;None;100083.492771;{'k_ma': 1, 'k_exog': 0, 'measurement_error': False, 'k_ar': 1, 'trend': None, 'k_trend': 0, 'hamilton_representation': False, 'state_regression': False, 'simple_differencing': False, 'time_varying_regression': False, 'k_seasonal_ma': 0, 'seasonal_order': (0, 0, 0, 7), 'k_seasonal_diff': 0, 'k_ma_params': 1, 'k_seasonal_ar': 0, 'k_diff': 1, 'seasonal_periods': 7, 'enforce_invertibility': False, 'mle_regression': False, 'k_ar_params': 1, 'order': (1, 1, 1), 'enforce_stationarity': False}
project_e871;sarima;1;98299.7242756;None;97450.9877877;{'k_ma': 1, 'k_exog': 0, 'measurement_error': False, 'k_ar': 1, 'trend': None, 'k_trend': 0, 'hamilton_representation': False, 'state_regression': False, 'simple_differencing': False, 'time_varying_regression': False, 'k_seasonal_ma': 0, 'seasonal_order': (0, 0, 0, 7), 'k_seasonal_diff': 0, 'k_ma_params': 1, 'k_seasonal_ar': 0, 'k_diff': 1, 'seasonal_periods': 7, 'enforce_invertibility': False, 'mle_regression': False, 'k_ar_params': 1, 'order': (1, 1, 1), 'enforce_stationarity': False}
project_e871;sarimaX;0;107129.285651;None;65160.305012;{'k_ma': 1, 'k_exog': 3, 'measurement_error': False, 'k_ar': 0, 'trend': None, 'k_trend': 0, 'hamilton_representation': False, 'state_regression': False, 'simple_differencing': False, 'time_varying_regression': False, 'k_seasonal_ma': 0, 'seasonal_order': (0, 0, 0, 7), 'k_seasonal_diff': 0, 'k_ma_params': 1, 'k_seasonal_ar': 0, 'k_diff': 0, 'seasonal_periods': 7, 'enforce_invertibility': False, 'mle_regression': True, 'k_ar_params': 0, 'order': (0, 0, 1), 'enforce_stationarity': False}
project_e871;sarimaX;1;98299.7242756;None;84200.7444814;{'k_ma': 1, 'k_exog': 3, 'measurement_error': False, 'k_ar': 0, 'trend': None, 'k_trend': 0, 'hamilton_representation': False, 'state_regression': False, 'simple_differencing': False, 'time_varying_regression': False, 'k_seasonal_ma': 0, 'seasonal_order': (0, 0, 0, 7), 'k_seasonal_diff': 0, 'k_ma_params': 1, 'k_seasonal_ar': 0, 'k_diff': 0, 'seasonal_periods': 7, 'enforce_invertibility': False, 'mle_regression': True, 'k_ar_params': 0, 'order': (0, 0, 1), 'enforce_stationarity': False}
